order_id,order_seq_nbr,customer_id,product_id,order_date
921,24,10,18,2022-01-29
922,24,11,26,2022-06-23
923,24,12,10,2021-10-05
924,24,13,29,2023-02-13
925,24,14,20,2022-12-12
926,24,15,11,2023-02-02
927,24,16,17,2021-10-07
928,24,17,21,2022-01-30
929,24,18,3,2022-07-08
930,24,19,5,2022-05-04
931,24,20,6,2023-01-31
932,24,21,14,2022-11-23
933,24,22,11,2022-08-28
934,24,23,1,2023-12-01
935,24,24,5,2023-01-08
936,24,25,4,2021-06-20
937,24,26,30,2022-10-01
938,24,27,23,2021-11-09
939,24,28,36,2022-07-01
940,24,29,14,2023-06-17
941,24,30,27,2021-04-09
942,24,31,35,2021-04-07
943,24,32,7,2022-12-01
944,24,33,2,2021-09-05
945,24,34,20,2023-05-25
946,24,35,1,2021-11-22
947,24,36,15,2022-02-08
948,24,37,11,2021-05-02
949,24,38,19,2023-08-26
950,24,39,12,2022-11-06
951,25,1,7,2023-02-15
952,25,1,30,2022-11-21
953,25,2,22,2023-05-06
954,25,3,9,2021-11-09
955,25,4,3,2023-06-02
956,25,5,14,2022-03-29
957,25,6,25,2023-07-26
958,25,7,11,2021-07-10
959,25,8,16,2022-10-11
960,25,9,18,2021-07-22
961,25,10,28,2022-06-09
962,25,11,4,2023-07-09
963,25,12,13,2022-05-18
964,25,13,2,2022-05-10
965,25,14,5,2023-03-02
966,25,15,12,2021-10-12
967,25,16,30,2023-11-16
968,25,17,17,2022-10-24
969,25,18,22,2021-06-09
970,25,19,9,2021-01-19
971,25,20,13,2023-01-08
972,25,21,27,2022-07-30
973,25,22,12,2022-05-14
974,25,23,5,2022-04-30
975,25,24,18,2022-02-05
976,25,25,1,2022-08-16
977,25,26,28,2023-09-29
978,25,27,18,2022-06-11
979,26,1,4,2023-02-05
980,26,1,16,2022-12-22
981,26,2,30,2023-01-11
982,26,3,8,2021-06-22
983,26,4,20,2021-02-12
984,26,5,12,2023-01-23
985,26,6,24,2022-10-04
986,26,7,9,2022-08-20
987,26,8,21,2022-08-02
988,26,9,6,2022-05-30
989,26,10,15,2021-03-09
990,26,11,18,2023-07-26
991,26,12,14,2023-06-28
992,26,13,23,2021-05-21
993,26,14,17,2022-07-23
994,26,15,11,2021-04-08
995,26,16,15,2023-01-28
996,26,17,3,2021-12-16
997,26,18,1,2021-07-05
998,26,19,12,2022-04-01
999,26,20,9,2022-02-24
1000,26,21,14,2021-01-13
1001,27,1,7,2022-08-24
1002,27,1,30,2023-02-10
1003,27,2,9,2023-01-20
1004,27,3,14,2021-10-12
1005,27,4,30,2021-12-18
1006,27,5,22,2022-09-20
1007,27,6,5,2021-05-04
1008,27,7,20,2023-06-07
1009,27,8,4,2022-04-23
1010,27,9,18,2021-04-07
1011,27,10,11,2023-07-05
1012,27,11,10,2023-03-25
1013,27,12,3,2021-11-12
1014,27,13,27,2022-06-18
1015,27,14,12,2023-01-28
1016,27,15,1,2022-02-16
1017,27,16,14,2023-04-26
1018,27,17,21,2022-02-27
1019,27,18,8,2021-12-17
1020,27,19,15,2021-04-10
1021,27,20,2,2022-09-22
1022,27,21,6,2022-03-01
1023,27,22,30,2022-12-03
1024,27,23,24,2021-11-24
1025,27,24,21,2022-06-13
1026,27,25,11,2022-10-29
1027,27,26,3,2023-09-18
1028,27,27,9,2022-08-06
1029,27,28,5,2023-01-17
1030,27,29,4,2021-05-22
1031,27,30,1,2022-07-14
1032,27,31,14,2022-12-20
1033,28,1,8,2023-04-11
1034,28,2,18,2022-04-16
1035,28,3,11,2022-06-29
1036,28,4,7,2021-06-12
1037,28,5,1,2021-05-06
1038,28,6,20,2022-11-11
1039,28,7,17,2023-02-16
1040,28,8,18,2021-09-14
1041,28,9,10,2023-01-18
1042,28,10,11,2023-08-19
1043,28,11,14,2022-10-20
1044,28,12,12,2022-03-01
1045,28,13,7,2022-07-21
1046,28,14,8,2022-06-24
1047,28,15,25,2022-05-18
1048,28,16,35,2022-09-24
1049,28,17,15,2023-03-22
1050,28,18,19,2021-02-10
1051,28,19,21,2023-08-05
1052,28,20,9,2021-10-18
1053,28,21,7,2021-04-11
1054,28,22,3,2022-06-06
1055,28,23,2,2023-01-13
1056,28,24,15,2021-12-19
1057,28,25,14,2023-01-04
1058,28,26,9,2022-12-24
1059,28,27,23,2022-03-12
1060,28,28,22,2022-10-12
1061,28,29,31,2022-07-22
1062,28,30,5,2021-09-29
1063,28,31,18,2023-01-15
1064,28,32,12,2022-06-19
1065,28,33,34,2023-02-10
1066,28,34,3,2022-07-03
1067,28,35,28,2022-06-28
1068,28,36,5,2021-12-11
1069,29,1,1,2023-04-13
1070,29,1,14,2023-01-16
1071,29,2,4,2021-02-20
1072,29,3,7,2021-01-23
1073,29,4,22,2022-05-21
1074,29,5,19,2022-06-14
1075,29,6,6,2021-10-11
1076,29,7,30,2022-07-19
1077,29,8,3,2022-08-29
